oa_code,la_code,gap,gap_per_km2,avg_rental_price,avg_buying_price
E00055159,E08000033,12.067548623302285,255.8588849804647,729,108968
E00055160,E08000033,10.284103818404386,270.6852614139561,853,73641
E00055164,E08000033,3.4516098823428134,76.62232085152013,1108,308645
E00055165,E08000033,0.3481219000906585,6.776442501390106,1010,143636
E00055166,E08000033,15.530723258148473,262.6842885956596,491,176592
E00055248,E08000033,0.8701959361017675,61.925366168850665,554,120931
E00055249,E08000033,3.7708319985048875,29.6687936457026,414,147369
E00055253,E08000033,1.6815335426907914,76.67351071277834,762,129858
E00055255,E08000033,9.58042649237196,46.056261359124505,626,141572
E00055355,E08000033,14.144214214550246,117.92845039425744,699,151047
E00055356,E08000033,6.860278233905824,25.86909641170655,447,429630
E00055357,E08000033,5.616584318564264,167.65440768642884,402,175124
E00055358,E08000033,41.22568348912458,278.33311279216906,514,123652
E00055359,E08000033,5.071827978642855,14.545108778397783,930,163629
E00055360,E08000033,14.727675565644384,256.7084528175176,359,224802
E00055361,E08000033,24.464650870157218,717.9261822612203,853,88771
E00055362,E08000033,3.775306311528884,0.31176346205113514,751,82757
E00055363,E08000033,19.007645847062864,636.0769482757851,978,101826
E00055364,E08000033,29.230395060968206,46.40348804341166,701,109937
E00055365,E08000033,1.6994642831163442,115.80492530796379,390,195713
E00055366,E08000033,0.9284491073963673,10.722825889556105,344,364059
E00055367,E08000033,80.4312824968469,825.217814899129,768,123467
E00055368,E08000033,0.046847027264870444,2.033839427213892,510,77848
E00055369,E08000033,9.246756369448846,152.44754327082987,671,103847
E00055370,E08000033,75.5046451543751,153.47078849546304,535,235944
E00055371,E08000033,0.26037175364695875,0.7819825671405365,649,96831
E00055372,E08000033,57.20954193810081,80.94749245847278,944,190396
E00055373,E08000033,2.794156936271748,1.799487541211192,873,97275
E00055374,E08000033,0.3668012565557305,3.4145208246391094,692,133485
E00055375,E08000033,0.28753666280408935,0.04862653517549631,676,74183
E00055376,E08000033,5.934955956648619,23.852177158113836,872,77364
E00055377,E08000033,74.82999529708727,340.084155605763,1385,415247
E00055378,E08000033,2.5623285134916767,18.623686710674676,617,144095
E00055379,E08000033,34.48416304292574,216.8738140007822,596,108294
E00055380,E08000033,9.517211851148168,25.316560949779795,578,209300
E00055381,E08000033,66.52726468927155,144.29587404193944,365,112028
E00055382,E08000033,6.885862173276743,161.6574408170959,778,128635
E00055383,E08000033,39.824406390984215,733.1789845636056,831,208873
E00055384,E08000033,3.497704072786763,25.347662794867077,686,93360
E00055386,E08000033,1.433969563443239,23.721682061934388,737,261814
E00055387,E08000033,57.22192270914214,1280.1675956715287,561,141413
E00055388,E08000033,4.786732129646349,65.82096415778047,609,185257
E00055389,E08000033,0.38498946464084494,26.60893919197752,613,115307
E00055416,E08000033,0.6846201627787405,36.78073157861315,760,150095
E00055417,E08000033,22.521160586483475,1197.038629073617,630,253540
E00055418,E08000033,19.849173890071846,414.67341172630984,999,203137
E00055423,E08000033,3.8930450953339575,128.70825562768968,596,147182
E00055436,E08000033,10.915137255273953,562.0399909025432,775,76935
E00055437,E08000033,7.690596866148414,288.8987545131517,478,173972
E00055448,E08000033,11.41186734343647,221.0569929722734,489,173505
E00055449,E08000033,12.134472493062876,272.6798777351633,628,156096
E00055452,E08000033,175.62079355538236,4677.863547941214,391,229301
E00055453,E08000033,1.0863812471281014,22.880287494487543,765,284423
E00055454,E08000033,57.09609542302775,1431.5867667465718,908,126906
E00055455,E08000033,24.563997407390737,416.4577916025417,614,136121
E00055456,E08000033,2.829677807422915,61.30203753127986,817,147713
E00055457,E08000033,1.7954218802442403,42.44019567173665,706,214880
E00055458,E08000033,40.55398201098033,1257.041717897853,847,167855
E00055459,E08000033,10.689006079296465,420.11147464367593,652,149797
E00055460,E08000033,5.219165954593192,147.91037502101486,857,81689
E00055461,E08000033,0.06511462555805939,2.270140825177087,833,101144
E00168672,E08000033,9.592508704918554,55.65957417132441,774,104646
E00168675,E08000033,1.8761084462421913,46.99529605555075,883,143322
E00168688,E08000033,2.293328064785445,23.34182252612456,652,176816
E00178636,E08000033,9.78141899528738,95.09217611886135,869,49707
E00178692,E08000033,1.2859237641769963,74.08015667146346,659,375304
E00178707,E08000033,7.1475046274172085,113.13286091380743,695,159959
