la_code,la_name,oa_code,gap,tightness,gap_per_km2,gap_perkm_rank_nat,tightness_rank_nat
E08000033,Calderdale,E00055158,4.3339854815376615,1.6480478523658875,86.40896237110854,59,118
E08000033,Calderdale,E00055159,12.067548623302285,4.212990839079244,255.8588849804647,34,52
E08000033,Calderdale,E00055160,10.284103818404386,2.4787381901971193,270.6852614139561,31,101
E08000033,Calderdale,E00055164,3.4516098823428134,5.466485848460458,76.62232085152013,63,30
E08000033,Calderdale,E00055165,0.3481219000906585,3.0726164949415975,6.776442501390106,109,86
E08000033,Calderdale,E00055166,15.530723258148473,3.169872554497123,262.6842885956596,32,82
E08000033,Calderdale,E00055248,0.8701959361017675,5.498975291541377,61.925366168850665,70,29
E08000033,Calderdale,E00055249,3.7708319985048875,4.0110112646460125,29.6687936457026,86,56
E08000033,Calderdale,E00055253,1.6815335426907914,4.791232807553277,76.67351071277834,62,39
E08000033,Calderdale,E00055255,9.58042649237196,6.3219833369536165,46.056261359124505,78,19
E08000033,Calderdale,E00055355,14.144214214550246,7.4326473576326295,117.92845039425744,52,12
E08000033,Calderdale,E00055356,6.860278233905824,2.323497887305329,25.86909641170655,88,104
E08000033,Calderdale,E00055357,5.616584318564264,1.0218464053548486,167.65440768642884,42,125
E08000033,Calderdale,E00055358,41.22568348912458,5.236870737861985,278.33311279216906,29,33
E08000033,Calderdale,E00055359,5.071827978642855,5.806816665334039,14.545108778397783,102,25
E08000033,Calderdale,E00055360,14.727675565644384,8.373128145398654,256.7084528175176,33,7
E08000033,Calderdale,E00055361,24.464650870157218,4.266477150276077,717.9261822612203,12,47
E08000033,Calderdale,E00055362,3.775306311528884,3.231480791121647,0.31176346205113514,123,79
E08000033,Calderdale,E00055363,19.007645847062864,4.332460187958618,636.0769482757851,14,45
E08000033,Calderdale,E00055364,29.230395060968206,2.1523659119614753,46.40348804341166,77,109
E08000033,Calderdale,E00055365,1.6994642831163442,4.240215101883949,115.80492530796379,53,48
E08000033,Calderdale,E00055366,0.9284491073963673,2.4920536830685194,10.722825889556105,106,100
E08000033,Calderdale,E00055367,80.4312824968469,6.446914934988478,825.217814899129,10,16
E08000033,Calderdale,E00055368,0.046847027264870444,1.132754786772265,2.033839427213892,115,124
E08000033,Calderdale,E00055369,9.246756369448846,5.86011568550021,152.44754327082987,46,22
E08000033,Calderdale,E00055370,75.5046451543751,14.32659779396766,153.47078849546304,45,1
E08000033,Calderdale,E00055371,0.26037175364695875,2.3502866490175514,0.7819825671405365,119,103
E08000033,Calderdale,E00055372,57.20954193810081,4.021480154539884,80.94749245847278,61,55
E08000033,Calderdale,E00055373,2.794156936271748,5.689338658463808,1.799487541211192,116,27
E08000033,Calderdale,E00055374,0.3668012565557305,2.118247136987744,3.4145208246391094,111,111
E08000033,Calderdale,E00055375,0.28753666280408935,2.197082504437404,0.04862653517549631,125,108
E08000033,Calderdale,E00055376,5.934955956648619,7.634198371186268,23.852177158113836,92,10
E08000033,Calderdale,E00055377,74.82999529708727,5.839893147976053,340.084155605763,25,23
E08000033,Calderdale,E00055378,2.5623285134916767,2.880866924236017,18.623686710674676,99,92
E08000033,Calderdale,E00055379,34.48416304292574,7.327837574247332,216.8738140007822,37,13
E08000033,Calderdale,E00055380,9.517211851148168,3.4615373202731057,25.316560949779795,90,71
E08000033,Calderdale,E00055381,66.52726468927155,11.181600254159994,144.29587404193944,48,3
E08000033,Calderdale,E00055382,6.885862173276743,4.71676282300262,161.6574408170959,44,40
E08000033,Calderdale,E00055383,39.824406390984215,4.234577601772512,733.1789845636056,11,49
E08000033,Calderdale,E00055384,3.497704072786763,3.529870647093451,25.347662794867077,89,67
E08000033,Calderdale,E00055386,1.433969563443239,1.4443461481676463,23.721682061934388,93,120
E08000033,Calderdale,E00055387,57.22192270914214,8.289791162987248,1280.1675956715287,4,8
E08000033,Calderdale,E00055388,4.786732129646349,3.1283849933010957,65.82096415778047,67,85
E08000033,Calderdale,E00055389,0.38498946464084494,1.6813538730144033,26.60893919197752,87,116
E08000033,Calderdale,E00055416,0.6846201627787405,2.4455573670568684,36.78073157861315,84,102
E08000033,Calderdale,E00055417,22.521160586483475,3.5956637165268366,1197.038629073617,6,66
E08000033,Calderdale,E00055418,19.849173890071846,3.133996239169672,414.67341172630984,22,84
E08000033,Calderdale,E00055423,3.8930450953339575,3.839057340933015,128.70825562768968,50,60
E08000033,Calderdale,E00055436,10.915137255273953,4.226871230766488,562.0399909025432,15,50
E08000033,Calderdale,E00055437,7.690596866148414,2.6543830520119833,288.8987545131517,28,95
E08000033,Calderdale,E00055448,11.41186734343647,3.299235986515411,221.0569929722734,36,78
E08000033,Calderdale,E00055449,12.134472493062876,6.066282380125697,272.6798777351633,30,20
E08000033,Calderdale,E00055452,175.62079355538236,8.131807019287459,4677.863547941214,1,9
E08000033,Calderdale,E00055453,1.0863812471281014,2.2975053329118573,22.880287494487543,95,105
E08000033,Calderdale,E00055454,57.09609542302775,3.4137155793089957,1431.5867667465718,3,73
E08000033,Calderdale,E00055455,24.563997407390737,3.824559763892366,416.4577916025417,21,61
E08000033,Calderdale,E00055456,2.829677807422915,3.472862049777611,61.30203753127986,71,70
E08000033,Calderdale,E00055457,1.7954218802442403,6.353908276251697,42.44019567173665,79,17
E08000033,Calderdale,E00055458,40.55398201098033,11.331536995332954,1257.041717897853,5,2
E08000033,Calderdale,E00055459,10.689006079296465,5.989907694608585,420.11147464367593,19,21
E08000033,Calderdale,E00055460,5.219165954593192,3.4457329821518634,147.91037502101486,47,72
E08000033,Calderdale,E00055461,0.06511462555805939,3.0305313065454476,2.270140825177087,114,87
E08000033,Calderdale,E00168672,9.592508704918554,3.6375088093676013,55.65957417132441,73,64
E08000033,Calderdale,E00168675,1.8761084462421913,2.9262734371178167,46.99529605555075,76,90
E08000033,Calderdale,E00168688,2.293328064785445,3.6790129426199965,23.34182252612456,94,63
E08000033,Calderdale,E00178636,9.78141899528738,4.636064441058762,95.09217611886135,56,41
E08000033,Calderdale,E00178692,1.2859237641769963,4.2174498480067015,74.08015667146346,65,51
E08000033,Calderdale,E00178707,7.1475046274172085,4.168059364716713,113.13286091380743,55,53
