"{DEMO7C82-5D11-F2EB-9117-00000000000E}",133000,"2019-01-09 00:00","HX7 3DH","S","N","F","45","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMOABD2-0BA3-0B74-1753-00000000000F}",146800,"2019-01-10 00:00","HX6 1EG","S","N","F","60","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMOB65E-8809-41D4-B0A9-000000000010}",79000,"2019-01-10 00:00","HX2 7PZ","D","N","F","68","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMOFE59-B573-F618-C6F6-000000000011}",85800,"2019-01-11 00:00","HX7 3SY","T","N","F","6","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMOBC66-15CB-2593-C6FC-000000000012}",44300,"2019-01-11 00:00","HX3 1SD","T","N","F","60","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO0763-18EC-DD8D-357E-000000000013}",308000,"2019-01-12 00:00","HX4 8PH","S","N","F","75","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMOD7D0-FA0D-E1CA-48B5-000000000014}",305500,"2019-01-13 00:00","HX6 2GX","S","N","F","108","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMOBC22-E77F-062D-B286-000000000015}",56400,"2019-01-13 00:00","HX4 5QL","D","Y","F","115","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO49DD-0A05-BE9E-E70D-000000000016}",54700,"2019-01-14 00:00","HX7 2UH","T","N","F","115","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO9A5D-166F-1105-0420-000000000017}",154800,"2019-01-14 00:00","HX5 3PY","F","N","L","108","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO7958-C49D-AEA6-63E4-000000000018}",236000,"2019-01-14 00:00","HX2 4AU","D","N","F","33","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMOCDD2-59A0-54D8-6A84-000000000019}",48200,"2019-01-14 00:00","HX1 6DP","T","N","F","81","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO4F74-2451-CBA2-3B0B-00000000001A}",145300,"2019-01-14 00:00","HX5 4DR","D","Y","F","114","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMOD666-FDEA-4700-02BB-00000000001B}",55500,"2019-01-16 00:00","HX1 4HX","F","N","L","8","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO33BB-CB97-6C8A-4B45-00000000001C}",68600,"2019-01-16 00:00","HX6 3FB","T","N","F","5","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO6E86-9ECD-730A-8395-00000000001D}",108000,"2019-01-16 00:00","HX2 1ZA","T","Y","F","98","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO89C6-D328-C0E5-892F-00000000001E}",111100,"2019-01-17 00:00","HX3 1HW","D","N","F","12","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO493F-E23A-EBB1-90FB-00000000001F}",157400,"2019-01-17 00:00","HX2 8FA","T","N","F","43","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMOED09-300C-34B4-4A37-000000000020}",134400,"2019-01-17 00:00","HX7 4YX","S","Y","F","44","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO989E-009B-850D-EB5B-000000000021}",216800,"2019-01-18 00:00","HX4 5EG","F","N","L","8","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO90A6-D26E-4734-E574-000000000022}",55100,"2019-01-18 00:00","HX7 3BX","T","N","F","76","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO6F5C-9B43-69A1-B7B6-000000000023}",47900,"2019-01-18 00:00","HX5 4WY","D","N","F","8","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO722A-F486-2392-0A03-000000000024}",148600,"2019-01-19 00:00","HX6 9UT","D","N","F","116","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO45EF-719E-CE4D-62EB-000000000025}",151300,"2019-01-22 00:00","HX2 4SP","S","Y","F","76","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO48FB-E418-F8E8-000B-000000000026}",78000,"2019-01-24 00:00","HX4 8QR","T","N","F","110","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO8151-C6CF-CC9D-977D-000000000027}",681200,"2019-01-24 00:00","HX6 9XZ","S","N","F","84","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMOCE55-012D-3A79-FE4E-000000000028}",32700,"2019-01-25 00:00","HX4 5FR","D","N","F","99","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO2755-9A5B-AAD7-F600-000000000029}",33600,"2019-01-25 00:00","HX7 9HG","S","N","F","91","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO9AA0-4D7D-F56F-F95E-00000000002A}",115500,"2019-01-26 00:00","HX4 6PW","T","N","F","21","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO8D6B-A557-C347-DFB8-00000000002B}",86800,"2019-01-26 00:00","HX3 3AG","S","N","F","107","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMOAE2B-2112-0114-B97A-00000000002C}",57800,"2019-01-27 00:00","HX4 8RJ","F","N","L","95","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO15B0-C561-8AA1-2A9D-00000000002D}",172800,"2019-01-28 00:00","HX5 4ZB","S","N","F","99","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO4BC2-7CA3-BB85-A074-00000000002E}",411500,"2019-01-28 00:00","HX4 7QZ","F","N","L","63","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO95B0-1CBC-4E06-FC82-00000000002F}",226900,"2019-02-01 00:00","HX2 4WB","S","N","F","111","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMOA8FD-98D2-66E0-1E84-000000000030}",148200,"2019-02-02 00:00","HX6 5WE","T","N","F","42","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMOECE8-F7D6-4D55-4BE9-000000000031}",352100,"2019-02-03 00:00","HX1 8NT","D","N","F","48","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO9F3C-AA8C-5813-A63D-000000000032}",187900,"2019-02-03 00:00","HX2 5QD","T","Y","F","81","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO4A5A-F5BE-C89D-B74B-000000000033}",87200,"2019-02-04 00:00","HX4 6XY","T","N","F","47","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO08F2-70B2-D2B4-576E-000000000034}",117300,"2019-02-04 00:00","HX2 6TP","T","N","F","74","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMOF018-FE91-78A6-87D6-000000000035}",532400,"2019-02-04 00:00","HX2 0NP","S","N","F","82","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMOC626-F12E-4068-8584-000000000036}",108000,"2019-02-05 00:00","HX7 5RW","S","N","F","95","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO2BF4-344F-C4E8-A928-000000000037}",91500,"2019-02-05 00:00","HX2 7HR","T","N","F","43","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO8CD9-4FE5-34E1-8DA6-000000000038}",255300,"2019-02-06 00:00","HX4 5JJ","T","N","F","94","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMOAAFA-6456-71F0-A691-000000000039}",26900,"2019-02-06 00:00","HX3 9XS","T","N","F","24","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO3715-970C-36F8-AAE5-00000000003A}",71500,"2019-02-06 00:00","HX4 4WR","T","Y","F","24","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO7B63-4EE7-418A-15AD-00000000003B}",198500,"2019-02-07 00:00","HX6 9EY","T","N","F","62","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO0B59-F372-8591-8005-00000000003C}",35700,"2019-02-07 00:00","HX6 5ST","D","N","F","104","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO646F-65B0-D455-6636-00000000003D}",105100,"2019-02-07 00:00","HX1 6YL","F","N","L","21","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO04EC-4790-0E31-1063-00000000003E}",81900,"2019-02-08 00:00","HX3 2TA","D","N","F","25","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO998A-81DD-9FDD-B862-00000000003F}",635200,"2019-02-09 00:00","HX4 5JJ","D","N","F","114","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO98B3-72A9-3E09-A780-000000000040}",192900,"2019-02-09 00:00","HX4 1PQ","F","N","L","107","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO4442-0A96-858C-09F8-000000000041}",97500,"2019-02-11 00:00","HX4 9SD","T","N","F","28","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMOE2D2-7070-C447-0079-000000000042}",148100,"2019-02-11 00:00","HX7 1XQ","T","N","F","105","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO0066-9492-0BA0-1E25-000000000043}",393900,"2019-02-12 00:00","HX2 2SE","F","N","L","5","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO75F2-CA20-5C76-45AB-000000000044}",104800,"2019-02-13 00:00","HX2 4GU","S","N","F","53","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO021A-5F66-1F71-089A-000000000045}",112500,"2019-02-13 00:00","HX4 7HF","T","N","F","77","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO830A-809E-3FFB-D38B-000000000046}",55900,"2019-02-15 00:00","HX3 8LW","S","N","F","74","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO6B65-59EB-F3A5-4A3C-000000000047}",216600,"2019-02-16 00:00","HX4 8PH","T","N","F","105","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO177E-0A91-D9DF-09F2-000000000048}",145300,"2019-02-17 00:00","HX6 8FA","T","N","F","99","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO9FC8-0C0B-5BBC-0F41-000000000049}",135100,"2019-02-19 00:00","HX4 1UA","F","N","L","38","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMOF0E3-DE1A-6EF8-5FFD-00000000004A}",52400,"2019-02-19 00:00","HX6 7DY","F","Y","L","64","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO0D51-FE2D-2B5D-4961-00000000004B}",109400,"2019-02-21 00:00","HX2 7QQ","D","N","F","19","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO180B-C21D-09CF-CB29-00000000004C}",376900,"2019-02-22 00:00","HX6 3GE","T","N","F","23","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMOFE2E-0E52-D1BE-B877-00000000004D}",35300,"2019-02-23 00:00","HX5 3HD","D","N","F","105","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO85CD-ED79-E9E7-4B78-00000000004E}",110500,"2019-02-26 00:00","HX1 9JL","S","N","F","31","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMOD20C-2375-4088-B903-00000000004F}",171600,"2019-02-27 00:00","HX6 5QR","S","N","F","33","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO9738-B728-FDAA-8C2D-000000000050}",158500,"2019-02-27 00:00","HX2 4SZ","T","N","F","88","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO6214-624F-45F7-2C5B-000000000051}",123200,"2019-02-28 00:00","HX4 2UZ","S","N","F","39","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO3E31-751C-9E71-E15B-000000000052}",102600,"2019-03-01 00:00","HX2 8FA","S","N","F","114","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMOA9F7-58CD-79CD-D4DB-000000000053}",443100,"2019-03-01 00:00","HX5 4DR","S","N","F","21","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO8755-6618-ED0C-CE13-000000000054}",476700,"2019-03-02 00:00","HX3 1HW","S","N","F","71","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO3C53-B18A-0382-E2CA-000000000055}",104000,"2019-03-02 00:00","HX5 0QY","S","N","F","96","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMOD14A-1DAF-33D7-1EC3-000000000056}",176100,"2019-03-03 00:00","HX5 2WG","S","N","F","74","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMOBACD-D1F3-F69E-C968-000000000057}",96900,"2019-03-04 00:00","HX2 5QD","T","N","F","39","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO696F-85B5-BFFE-DA8D-000000000058}",76000,"2019-03-04 00:00","HX2 9BR","T","N","F","6","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO48F1-FBBF-0CAE-6F4B-000000000059}",84700,"2019-03-04 00:00","HX5 9PL","D","N","F","10","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO6BF6-90C2-E8CD-19D1-00000000005A}",155300,"2019-03-04 00:00","HX3 5TA","T","N","F","49","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO0DD9-D80A-930F-21A7-00000000005B}",120200,"2019-03-06 00:00","HX3 2FX","T","N","F","106","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO5D1A-440A-95D4-1784-00000000005C}",177300,"2019-03-06 00:00","HX2 3AG","T","N","F","56","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMOFCDB-D9D0-AC4B-B297-00000000005D}",170500,"2019-03-06 00:00","HX6 3BA","T","N","F","48","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO0531-5F10-D9B3-DEF4-00000000005E}",71100,"2019-03-07 00:00","HX3 2RD","S","N","F","66","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO68FC-3F22-1238-E1D2-00000000005F}",168400,"2019-03-07 00:00","HX6 0EW","S","Y","F","9","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMOE909-EDF2-0C5F-991E-000000000060}",105700,"2019-03-08 00:00","HX1 6UP","S","N","F","2","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO0B33-AF4D-93B0-53E2-000000000061}",46100,"2019-03-09 00:00","HX5 9NP","T","N","F","36","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMOA1E0-CE65-4DF7-39ED-000000000062}",275400,"2019-03-09 00:00","HX4 8PJ","F","Y","L","58","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO9ECA-BFBD-E6C3-1CB3-000000000063}",34400,"2019-03-10 00:00","HX3 6RR","F","N","L","26","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO2696-EDED-FCE8-FC9F-000000000064}",91900,"2019-03-11 00:00","HX3 4ZD","T","N","F","101","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO31A2-B5C0-D64C-CAB8-000000000065}",60800,"2019-03-11 00:00","HX4 6LF","D","N","F","29","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO5188-28B9-FB13-EEB5-000000000066}",140900,"2019-03-12 00:00","HX5 7QF","F","N","L","26","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO3116-525A-3CBA-FE4C-000000000067}",755200,"2019-03-13 00:00","HX3 4FW","T","N","F","93","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO8F9C-D869-5F5C-0F8F-000000000068}",242900,"2019-03-13 00:00","HX3 3JH","S","N","F","44","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO96DF-CB52-D07D-AD57-000000000069}",138000,"2019-03-14 00:00","HX6 8AH","T","N","F","111","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMOD756-C027-1377-B2F3-00000000006A}",54400,"2019-03-14 00:00","HX4 8PJ","T","N","F","69","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO2F39-F1B5-0E36-1C6F-00000000006B}",179600,"2019-03-15 00:00","HX5 2GH","D","N","F","120","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMOFB6B-6294-BB96-0500-00000000006C}",120700,"2019-03-15 00:00","HX2 4WB","D","N","F","68","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO7008-9F5C-4EA4-35B8-00000000006D}",138800,"2019-03-15 00:00","HX6 7FQ","T","Y","F","104","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO7308-D1BB-9061-D207-00000000006E}",113400,"2019-03-16 00:00","HX7 3YD","D","N","F","5","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO4CCB-A78E-4109-F625-00000000006F}",664600,"2019-03-17 00:00","HX5 9LJ","T","N","F","72","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO9D31-E1C7-DD07-1132-000000000070}",39700,"2019-03-17 00:00","HX7 9WY","T","N","F","66","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO20E1-935A-5964-B5C8-000000000071}",118400,"2019-03-18 00:00","HX6 6XZ","S","N","F","105","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO8511-B034-C41C-6EBD-000000000072}",199500,"2019-03-18 00:00","HX6 4NR","D","N","F","79","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO98E9-E36C-C691-D9B8-000000000073}",450100,"2019-03-18 00:00","HX1 9HY","T","N","F","98","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMOF8BA-E3F1-2ACA-54BC-000000000074}",150700,"2019-03-18 00:00","HX2 3ZG","F","Y","L","46","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO31A0-551B-D3AD-079F-000000000075}",178800,"2019-03-19 00:00","HX6 8DU","T","N","F","89","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO798E-839B-0A74-E6C9-000000000076}",307500,"2019-03-20 00:00","HX4 8PU","S","N","F","70","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO4422-D156-2152-6F44-000000000077}",145900,"2019-03-20 00:00","HX3 2BL","S","Y","F","115","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO1A3D-39CC-19E3-BE6D-000000000078}",143900,"2019-03-21 00:00","HX4 9PP","S","N","F","94","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMOC6F8-9420-F656-F0B0-000000000079}",207700,"2019-03-21 00:00","HX6 8FQ","T","N","F","77","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMOF15D-6D7C-53DF-E40E-00000000007A}",358200,"2019-03-21 00:00","HX2 4WD","D","Y","F","94","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO7738-B133-34FD-BEE4-00000000007B}",195400,"2019-03-22 00:00","HX3 1TU","D","N","F","112","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMOF281-EC74-C237-4D1D-00000000007C}",138300,"2019-03-22 00:00","HX2 9PN","S","N","F","90","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMOD210-1A82-257A-7E19-00000000007D}",93400,"2019-03-22 00:00","HX7 3UQ","T","N","F","83","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMOE235-0170-DD0F-7B2F-00000000007E}",102400,"2019-03-22 00:00","HX4 2UT","S","N","F","32","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO14B4-E551-9F93-1EA5-00000000007F}",78700,"2019-03-22 00:00","HX1 5ZD","S","N","F","70","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMOB523-01BE-6CFA-FE0A-000000000080}",77900,"2019-03-22 00:00","HX2 4FU","S","N","F","74","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO82FD-6BC4-AF93-CB8C-000000000081}",418000,"2019-03-22 00:00","HX6 6XQ","S","Y","F","37","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO4793-3B4E-A053-79A4-000000000082}",132800,"2019-03-23 00:00","HX2 4SZ","D","N","F","117","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMOA5B6-9B93-3409-7509-000000000083}",271800,"2019-03-24 00:00","HX3 9FR","S","N","F","30","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMODACF-1183-CA06-7F6E-000000000084}",307600,"2019-03-24 00:00","HX6 5QU","D","N","F","19","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMOB81B-3E97-CEF9-C911-000000000085}",82900,"2019-03-25 00:00","HX4 8PH","S","N","F","70","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMOA4A9-986B-E00D-A637-000000000086}",216800,"2019-03-26 00:00","HX4 7DP","T","N","F","95","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO5254-7F6E-B955-5EA8-000000000087}",93100,"2019-03-26 00:00","HX7 2PT","S","N","F","70","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO08BD-8971-8ED6-61C3-000000000088}",128700,"2019-03-26 00:00","HX7 3UQ","F","N","L","23","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
"{DEMO33A6-7291-78A6-E0BE-000000000089}",74900,"2019-03-26 00:00","HX7 4DP","S","N","F","54","","DEMO STREET","","HALIFAX","CALDERDALE","WEST YORKSHIRE","A","A"
