pcd,pcd2,pcds,lat,long
HX4 6LF,HX4  6LF,HX4 6LF,53.76873398238471,-1.879989484974361
HX7 6QJ,HX7  6QJ,HX7 6QJ,53.76757457840605,-1.8776289055269129
HX6 6XU,HX6  6XU,HX6 6XU,53.768385202211626,-1.8784982479027237
HX3 5JR,HX3  5JR,HX3 5JR,53.767579907633674,-1.8776446227395547
HX7 2SW,HX7  2SW,HX7 2SW,53.76110920279477,-1.8876854123493787
HX3 9PB,HX3  9PB,HX3 9PB,53.76113276643278,-1.8876467149944345
HX3 1EP,HX3  1EP,HX3 1EP,53.76112059115792,-1.8876679035280493
HX2 0PG,HX2  0PG,HX2 0PG,53.76173873022133,-1.8881971279951033
HX3 6NG,HX3  6NG,HX3 6NG,53.761785394647895,-1.8881983243731488
HX6 0JU,HX6  0JU,HX6 0JU,53.76142771933148,-1.8913089505432736
HX6 2WY,HX6  2WY,HX6 2WY,53.76043875919818,-1.8926747184943027
HX7 3AF,HX7  3AF,HX7 3AF,53.76030363608749,-1.8915495503244573
HX6 0GY,HX6  0GY,HX6 0GY,53.7602641815179,-1.8915211372210716
HX5 1UU,HX5  1UU,HX5 1UU,53.76029201627245,-1.8915224825439512
HX5 8GW,HX5  8GW,HX5 8GW,53.76064478487996,-1.8924574566332253
HX4 3TS,HX4  3TS,HX4 3TS,53.75914552683977,-1.8907890248903538
HX2 6UB,HX2  6UB,HX2 6UB,53.759265284698564,-1.8914132446294047
HX5 9QN,HX5  9QN,HX5 9QN,53.75928648132297,-1.8901213946622615
HX6 7DD,HX6  7DD,HX6 7DD,53.759613033045405,-1.8888025926890841
HX7 0RQ,HX7  0RQ,HX7 0RQ,53.759586531960366,-1.8887513871597055
HX1 1WS,HX1  1WS,HX1 1WS,53.759589920947754,-1.8887823294438015
HX6 8AH,HX6  8AH,HX6 8AH,53.75978793599163,-1.8890483039162218
HX3 5SJ,HX3  5SJ,HX3 5SJ,53.759756889329495,-1.8890371561153332
HX4 9SD,HX4  9SD,HX4 9SD,53.75965637199582,-1.8825953147231569
HX6 7SS,HX6  7SS,HX6 7SS,53.759787122247054,-1.882555499823038
HX5 0EG,HX5  0EG,HX5 0EG,53.75978827470371,-1.8826068277167007
HX2 8AH,HX2  8AH,HX2 8AH,53.7598754191175,-1.882567155916893
HX3 2BL,HX3  2BL,HX3 2BL,53.7592259052971,-1.8843323314179654
HX7 3HD,HX7  3HD,HX7 3HD,53.75812201034436,-1.885158645773215
HX2 5DE,HX2  5DE,HX2 5DE,53.75928452405331,-1.8843444731192804
HX7 1QY,HX7  1QY,HX7 1QY,53.759305414137714,-1.8843249186266502
HX1 7TU,HX1  7TU,HX1 7TU,53.75824887170863,-1.8846964648883353
HX5 8PW,HX5  8PW,HX5 8PW,53.75824253419764,-1.8847264610914758
HX6 5UA,HX6  5UA,HX6 5UA,53.7584712888764,-1.8843963609770322
HX2 4SP,HX2  4SP,HX2 4SP,53.75904057539489,-1.8859581767744025
HX6 6TN,HX6  6TN,HX6 6TN,53.75929718680947,-1.8843670973322573
HX3 7NT,HX3  7NT,HX3 7NT,53.75935171248172,-1.886118374927887
HX7 8TS,HX7  8TS,HX7 8TS,53.76083750720305,-1.8866814562801146
HX6 7GA,HX6  7GA,HX6 7GA,53.75991630596736,-1.8857031194115403
HX5 9PJ,HX5  9PJ,HX5 9PJ,53.7609618560496,-1.886819363062171
HX7 0XY,HX7  0XY,HX7 0XY,53.7578683613017,-1.8971730135379317
HX7 6PZ,HX7  6PZ,HX7 6PZ,53.75769525696143,-1.8971139492434799
HX7 8JT,HX7  8JT,HX7 8JT,53.75985879939039,-1.8942421384470685
HX5 9LJ,HX5  9LJ,HX5 9LJ,53.75778597174663,-1.8969769119989117
HX6 8XU,HX6  8XU,HX6 8XU,53.7578092212407,-1.897016429844454
HX6 6XZ,HX6  6XZ,HX6 6XZ,53.75667434127847,-1.8870883643646208
HX7 5XT,HX7  5XT,HX7 5XT,53.75623712018806,-1.8869567509681409
HX6 4JU,HX6  4JU,HX6 4JU,53.75661243147485,-1.8877966509574995
HX2 9HD,HX2  9HD,HX2 9HD,53.75843003079539,-1.8858757305030829
HX7 8JX,HX7  8JX,HX7 8JX,53.75628807471132,-1.8876331328270761
HX5 2ZR,HX5  2ZR,HX5 2ZR,53.758251176462146,-1.886024128873831
HX1 2AE,HX1  2AE,HX1 2AE,53.757953729357695,-1.8798187503759773
HX2 7JY,HX2  7JY,HX2 7JY,53.7578096585301,-1.8822111978467375
HX6 4QY,HX6  4QY,HX6 4QY,53.75786314204733,-1.8821611243850573
HX3 8WW,HX3  8WW,HX3 8WW,53.75798214357762,-1.8799179227040623
HX1 9QZ,HX1  9QZ,HX1 9QZ,53.758897115186656,-1.8821902190437443
HX6 6UU,HX6  6UU,HX6 6UU,53.75778950191828,-1.882232208063943
HX6 2GJ,HX6  2GJ,HX6 2GJ,53.75781807702121,-1.8797991177244482
HX6 2XW,HX6  2XW,HX6 2XW,53.75784579453009,-1.8819963485986937
HX4 0AS,HX4  0AS,HX4 0AS,53.75578876095116,-1.89764107312397
HX2 0XS,HX2  0XS,HX2 0XS,53.75576077716428,-1.8975985658137235
HX5 8QZ,HX5  8QZ,HX5 8QZ,53.75587446622956,-1.8968911312374448
HX3 5NZ,HX3  5NZ,HX3 5NZ,53.75759625498394,-1.8933643006106504
HX2 4PA,HX2  4PA,HX2 4PA,53.75717295786779,-1.8974124589855534
HX4 5SW,HX4  5SW,HX4 5SW,53.755769366276354,-1.896922809692731
HX3 5UY,HX3  5UY,HX3 5UY,53.757497066885094,-1.8932697746381344
HX6 9SQ,HX6  9SQ,HX6 9SQ,53.75499777244698,-1.8757435889823955
HX6 3AD,HX6  3AD,HX6 3AD,53.755316834552055,-1.8763540291411642
HX4 5EG,HX4  5EG,HX4 5EG,53.75539501726947,-1.8822491243650692
HX7 2UL,HX7  2UL,HX7 2UL,53.753625727698434,-1.876847824836966
HX5 9RX,HX5  9RX,HX5 9RX,53.752373794812,-1.8869976596169338
HX7 2AF,HX7  2AF,HX7 2AF,53.75371711634544,-1.8752629254636364
HX7 3RQ,HX7  3RQ,HX7 3RQ,53.75298008142619,-1.878462241827269
HX4 7BF,HX4  7BF,HX4 7BF,53.756308547849166,-1.8908023160850114
HX1 5SR,HX1  5SR,HX1 5SR,53.75772110209282,-1.8916898321847042
HX2 7RD,HX2  7RD,HX2 7RD,53.75668353623057,-1.8899270492122298
HX2 7UR,HX2  7UR,HX2 7UR,53.75697732542701,-1.890596317160705
HX2 4JQ,HX2  4JQ,HX2 4JQ,53.757129367073254,-1.8828276072975287
HX2 3ZG,HX2  3ZG,HX2 3ZG,53.757187917436696,-1.882222321568449
HX6 2GE,HX6  2GE,HX6 2GE,53.75753773424995,-1.8858432618483496
HX7 3UY,HX7  3UY,HX7 3UY,53.75721583900535,-1.8822382081461126
HX4 0DR,HX4  0DR,HX4 0DR,53.757197719566484,-1.88219990588629
HX1 0NE,HX1  0NE,HX1 0NE,53.75719980548579,-1.8827412312880345
HX1 6PP,HX1  6PP,HX1 6PP,53.756539760767375,-1.8834713061650183
HX3 8ZZ,HX3  8ZZ,HX3 8ZZ,53.757052977326715,-1.883792990715739
HX7 7LP,HX7  7LP,HX7 7LP,53.75519355941233,-1.89769643376942
HX1 9UU,HX1  9UU,HX1 9UU,53.75517154512264,-1.8976925508176208
HX7 5RT,HX7  5RT,HX7 5RT,53.75518495671779,-1.8976764510328052
HX4 4BU,HX4  4BU,HX4 4BU,53.75784278310633,-1.892858234716617
HX4 7HQ,HX4  7HQ,HX4 7HQ,53.75519886629079,-1.8976268193389048
HX7 6YA,HX7  6YA,HX7 6YA,53.75181120035544,-1.9012201929688382
HX7 0AU,HX7  0AU,HX7 0AU,53.75509488342211,-1.8970461972228359
HX6 8EW,HX6  8EW,HX6 8EW,53.755255518005804,-1.8847677782036372
HX4 5RY,HX4  5RY,HX4 5RY,53.75416445957129,-1.8848735470597004
HX5 9JJ,HX5  9JJ,HX5 9JJ,53.75554488816836,-1.8848812010485927
HX7 6HF,HX7  6HF,HX7 6HF,53.7555318444639,-1.885428239166733
HX1 5QT,HX1  5QT,HX1 5QT,53.755712568775344,-1.8806361656924298
HX7 3GH,HX7  3GH,HX7 3GH,53.75516913639236,-1.886171070320812
HX6 7DN,HX6  7DN,HX6 7DN,53.756900489868464,-1.8865836744256639
HX4 2AS,HX4  2AS,HX4 2AS,53.75380684669961,-1.8879380145950846
HX2 0SA,HX2  0SA,HX2 0SA,53.75447228479205,-1.8871081949646313
HX2 1ZY,HX2  1ZY,HX2 1ZY,53.755376314142815,-1.8883767551801631
HX2 2QQ,HX2  2QQ,HX2 2QQ,53.75549255316528,-1.886923378133049
HX6 2JX,HX6  2JX,HX6 2JX,53.7549464988712,-1.8885446570107272
HX3 8WA,HX3  8WA,HX3 8WA,53.754503026488365,-1.892499754668956
HX4 1QY,HX4  1QY,HX4 1QY,53.753326505520086,-1.891188014276088
HX7 9RJ,HX7  9RJ,HX7 9RJ,53.754507081369546,-1.8925151310143662
HX6 4AP,HX6  4AP,HX6 4AP,53.75412002761851,-1.8915879721446638
HX6 4PT,HX6  4PT,HX6 4PT,53.752510325187124,-1.891131261924202
HX2 7HD,HX2  7HD,HX2 7HD,53.75387530127235,-1.8924231519462784
HX3 7WZ,HX3  7WZ,HX3 7WZ,53.753028685318355,-1.890882049442971
HX5 2NN,HX5  2NN,HX5 2NN,53.75575145853253,-1.9212556314551354
HX6 7EU,HX6  7EU,HX6 7EU,53.75246493796944,-1.9231232138476948
HX2 1ZA,HX2  1ZA,HX2 1ZA,53.75400312599184,-1.921761055178707
HX3 1GN,HX3  1GN,HX3 1GN,53.75399358289788,-1.9217755104819405
HX7 4UL,HX7  4UL,HX7 4UL,53.75397673370717,-1.921838032630615
HX6 8WY,HX6  8WY,HX6 8WY,53.75398281691967,-1.9218665041793235
HX3 1PS,HX3  1PS,HX3 1PS,53.75179566118449,-1.9202058687359
HX1 0FX,HX1  0FX,HX1 0FX,53.75396651998906,-1.9218720710926172
HX4 5QL,HX4  5QL,HX4 5QL,53.749468205676344,-1.913002137022588
HX2 1RJ,HX2  1RJ,HX2 1RJ,53.749419952392245,-1.9129607199024847
HX5 2GH,HX5  2GH,HX5 2GH,53.750432689041666,-1.915132320181809
HX1 2QW,HX1  2QW,HX1 2QW,53.75051149300908,-1.9107479591771062
HX1 6DA,HX1  6DA,HX1 6DA,53.750497215171194,-1.9107288044847475
HX2 4WB,HX2  4WB,HX2 4WB,53.751407261905044,-1.9097844195023599
HX3 1TU,HX3  1TU,HX3 1TU,53.7505103020496,-1.9107608655462665
HX7 5RW,HX7  5RW,HX7 5RW,53.75056489276673,-1.909850730438633
HX2 7NY,HX2  7NY,HX2 7NY,53.75052675415661,-1.9093918947351205
HX5 2YA,HX5  2YA,HX5 2YA,53.750623634926825,-1.9093598361362831
HX7 6SG,HX7  6SG,HX7 6SG,53.75016970088919,-1.9075483047304511
HX1 5ZU,HX1  5ZU,HX1 5ZU,53.77093295332638,-1.9229739631442966
HX6 9WN,HX6  9WN,HX6 9WN,53.77093368601557,-1.9229963496997795
HX4 0JW,HX4  0JW,HX4 0JW,53.770955862675315,-1.922967062109054
HX4 1FT,HX4  1FT,HX4 1FT,53.77097752190262,-1.922813967797245
HX5 8ZN,HX5  8ZN,HX5 8ZN,53.75956413879388,-1.9089097882248078
HX2 9HY,HX2  9HY,HX2 9HY,53.75853697072994,-1.9039528266535948
HX7 7ZS,HX7  7ZS,HX7 7ZS,53.759557618542935,-1.908904238056322
HX1 0XE,HX1  0XE,HX1 0XE,53.759606803808765,-1.9088709238030248
HX3 8PB,HX3  8PB,HX3 8PB,53.75960370472084,-1.908874197917727
HX1 5JJ,HX1  5JJ,HX1 5JJ,53.759495127475795,-1.9111883020726101
HX7 5LZ,HX7  5LZ,HX7 5LZ,53.75958416565832,-1.90888604130787
HX6 5YG,HX6  5YG,HX6 5YG,53.75953340319119,-1.9089719231875237
HX2 1WY,HX2  1WY,HX2 1WY,53.7544419212731,-1.9061568720474757
HX6 5QR,HX6  5QR,HX6 5QR,53.75337164697662,-1.9089387586097597
HX4 6PW,HX4  6PW,HX4 6PW,53.752652146174846,-1.9030168726836048
HX4 7YS,HX4  7YS,HX4 7YS,53.750337067897256,-1.90376676276178
HX4 6QX,HX4  6QX,HX4 6QX,53.75030745722822,-1.9037149904623927
HX6 3QQ,HX6  3QQ,HX6 3QQ,53.748888121810516,-1.9051175099623865
HX2 3AG,HX2  3AG,HX2 3AG,53.748847406917506,-1.9052206815339978
HX1 5GF,HX1  5GF,HX1 5GF,53.74883927202997,-1.9052280491672209
HX3 8QF,HX3  8QF,HX3 8QF,53.74916743360614,-1.9059012852854889
HX5 7LZ,HX5  7LZ,HX5 7LZ,53.75095981703343,-1.9113170573362344
HX3 6SA,HX3  6SA,HX3 6SA,53.75206747087134,-1.9124009823990653
HX4 0YZ,HX4  0YZ,HX4 0YZ,53.75206601413766,-1.9124031295999406
HX7 1TQ,HX7  1TQ,HX7 1TQ,53.75093534358054,-1.9113611954820817
HX4 2UX,HX4  2UX,HX4 2UX,53.752080828676554,-1.9124134892626834
HX5 0DU,HX5  0DU,HX5 0DU,53.751608333168264,-1.911369461058995
HX6 7ZZ,HX6  7ZZ,HX6 7ZZ,53.75166549253521,-1.9151201622070582
HX2 5QD,HX2  5QD,HX2 5QD,53.751913670378926,-1.9144368440628659
HX6 1EG,HX6  1EG,HX6 1EG,53.752024652964884,-1.9164297463275952
HX6 5BX,HX6  5BX,HX6 5BX,53.75193600296011,-1.9159041147083709
HX3 0SL,HX3  0SL,HX3 0SL,53.75240096253779,-1.9162472785713414
HX5 1ZF,HX5  1ZF,HX5 1ZF,53.75121207883182,-1.9136467877469703
HX3 7RL,HX3  7RL,HX3 7RL,53.751915656914676,-1.9158844938493265
HX2 4SZ,HX2  4SZ,HX2 4SZ,53.7519163876412,-1.915885822326847
HX5 4WW,HX5  4WW,HX5 4WW,53.75038798389762,-1.920158921423693
HX5 9ND,HX5  9ND,HX5 9ND,53.75102498141663,-1.920336189146062
HX2 4GU,HX2  4GU,HX2 4GU,53.75105698975896,-1.9190024433971629
HX6 1BA,HX6  1BA,HX6 1BA,53.750225355004034,-1.9186335628062834
HX3 5WF,HX3  5WF,HX3 5WF,53.75099064406686,-1.9167202654364441
HX7 8SA,HX7  8SA,HX7 8SA,53.75136796834247,-1.9175141490637166
HX7 1PQ,HX7  1PQ,HX7 1PQ,53.75136275720712,-1.918268925037066
HX2 9EZ,HX2  9EZ,HX2 9EZ,53.74572599870021,-1.875982323117022
HX5 2PX,HX5  2PX,HX5 2PX,53.747308790543755,-1.8773600296110087
HX5 9UQ,HX5  9UQ,HX5 9UQ,53.74333638785373,-1.878085892582393
HX7 9ZN,HX7  9ZN,HX7 9ZN,53.74261719465664,-1.877829452384846
HX3 1AT,HX3  1AT,HX3 1AT,53.74253774073157,-1.8777209367990315
HX2 7BU,HX2  7BU,HX2 7BU,53.74572678541858,-1.875954974850983
HX4 3XR,HX4  3XR,HX4 3XR,53.742769519057674,-1.8746751690625238
HX3 4LL,HX3  4LL,HX3 4LL,53.74381350218523,-1.8769175313722142
HX6 9RP,HX6  9RP,HX6 9RP,53.738460099141584,-1.879314338623663
HX6 9RL,HX6  9RL,HX6 9RL,53.73904852825029,-1.8795425187564947
HX2 5JS,HX2  5JS,HX2 5JS,53.73842185780847,-1.8798527868635446
HX4 6TY,HX4  6TY,HX4 6TY,53.737986503577,-1.8804497131587175
HX6 6AH,HX6  6AH,HX6 6AH,53.73896400213676,-1.8793621763333042
HX2 9PN,HX2  9PN,HX2 9PN,53.73905361308106,-1.8794317193367913
HX3 2PY,HX3  2PY,HX3 2PY,53.7354389706569,-1.8797328728094662
HX5 7SB,HX5  7SB,HX5 7SB,53.734725328040014,-1.8820543223899677
HX6 0GE,HX6  0GE,HX6 0GE,53.7344940495403,-1.8793971288738114
HX7 4HL,HX7  4HL,HX7 4HL,53.73440783708411,-1.881779424175556
HX1 6EJ,HX1  6EJ,HX1 6EJ,53.73536260769293,-1.8786954811218641
HX3 7LL,HX3  7LL,HX3 7LL,53.735536845532515,-1.8788342815883876
HX5 5BE,HX5  5BE,HX5 5BE,53.74226992465547,-1.879307914035989
HX7 5NX,HX7  5NX,HX7 5NX,53.740943121274576,-1.8808183936025482
HX7 6TW,HX7  6TW,HX7 6TW,53.7409345152203,-1.880829256562964
HX2 9BR,HX2  9BR,HX2 9BR,53.74171646585343,-1.8804254168176953
HX5 0YA,HX5  0YA,HX5 0YA,53.741938056643114,-1.8795759359216424
HX1 6YL,HX1  6YL,HX1 6YL,53.74080068010193,-1.8801195850885213
HX2 0PF,HX2  0PF,HX2 0PF,53.740960593530794,-1.8808266835218423
HX6 5WE,HX6  5WE,HX6 5WE,53.74089526109832,-1.8773413318456122
HX5 6XB,HX5  6XB,HX5 6XB,53.74119445893533,-1.878295693552349
HX6 1BF,HX6  1BF,HX6 1BF,53.74076729398565,-1.8792362339832653
HX6 3HR,HX6  3HR,HX6 3HR,53.738942683850404,-1.881261807489784
HX3 9XS,HX3  9XS,HX3 9XS,53.738963833285005,-1.8812745156755595
HX3 8ZT,HX3  8ZT,HX3 8ZT,53.73931206000493,-1.8785242053929476
HX5 6EW,HX5  6EW,HX5 6EW,53.738979302270735,-1.8811742899846078
HX3 5FL,HX3  5FL,HX3 5FL,53.73728562928621,-1.87455776652196
HX7 7LX,HX7  7LX,HX7 7LX,53.73921219639959,-1.8752369554778718
HX2 2SE,HX2  2SE,HX2 2SE,53.739124903817824,-1.8757026678658504
HX6 8XR,HX6  8XR,HX6 8XR,53.7375436807328,-1.8794274865806888
HX5 6DW,HX5  6DW,HX5 6DW,53.737055382407085,-1.8786558034051664
HX1 7DS,HX1  7DS,HX1 7DS,53.737110596766584,-1.87939374260432
HX5 0ZG,HX5  0ZG,HX5 0ZG,53.73769706512918,-1.8768664538742972
HX1 6BJ,HX1  6BJ,HX1 6BJ,53.73698130167225,-1.877418169391752
HX5 6AY,HX5  6AY,HX5 6AY,53.73718786770568,-1.8762826164995234
HX4 5LZ,HX4  5LZ,HX4 5LZ,53.735929831644434,-1.8760176443519205
HX4 6DD,HX4  6DD,HX4 6DD,53.735953688379844,-1.876029570258029
HX7 0ND,HX7  0ND,HX7 0ND,53.73595498600657,-1.8759803725396025
HX4 7TX,HX4  7TX,HX4 7TX,53.73717434901973,-1.8776879869835381
HX7 0YA,HX7  0YA,HX7 0YA,53.73668215843125,-1.8754790386325584
HX4 7LL,HX4  7LL,HX4 7LL,53.73636062467767,-1.8741216901736972
HX6 7FQ,HX6  7FQ,HX6 7FQ,53.73680301373338,-1.8802346611610772
HX5 3HD,HX5  3HD,HX5 3HD,53.735881532446626,-1.8807434406993218
HX4 8PH,HX4  8PH,HX4 8PH,53.73664759473344,-1.8817083515134139
HX1 1EL,HX1  1EL,HX1 1EL,53.73604482681204,-1.8833633645932513
HX6 8TJ,HX6  8TJ,HX6 8TJ,53.73604922846501,-1.8792339865146177
HX3 1JT,HX3  1JT,HX3 1JT,53.73606076740368,-1.8792080971317628
